feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10,label
0.000000,0.881172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.309104,0.000000,0.000000,0.000000,0.745119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.584840,0.000000,0.000000,0.000000,0.000000,4.344871,-3.855406,-2.274061,-6.985849,2.310420,-2.586059,-5.307869,1.293684,-1.261330,13.787024,9.000000
0.000000,2.689719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.878546,0.000000,2.569586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.743459,0.000000,0.000000,0.000000,0.000000,0.766369,-3.772924,2.144486,4.700806,-0.432780,7.804760,-3.536089,-3.200826,-0.105032,-5.103487,5.000000
0.000000,1.906226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.221259,0.138911,2.035059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.634161,0.000000,0.000000,0.000000,0.000000,-1.966706,-6.094815,3.810054,2.678424,0.512005,7.255731,-4.647177,-0.205012,3.319676,-5.467345,5.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.141379,0.000000,0.000000,0.000000,0.000000,0.000000,0.848476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.524501,-2.633027,-2.402267,-3.472319,1.659995,-5.262701,-4.858103,0.601761,-2.964594,13.435183,9.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.825770,0.000000,0.000000,0.000000,0.000000,0.000000,5.131241,0.000000,0.000000,0.000000,7.248222,1.540467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.655246,0.000000,0.000000,0.000000,0.000000,4.011650,-1.693207,-1.969852,-16.080698,-0.899505,-2.011344,-6.809976,21.444759,-1.079214,2.733195,7.000000
0.000000,0.052725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.318651,0.000000,0.000000,0.000000,1.571619,4.314400,1.606592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.120805,0.000000,0.000000,0.000000,0.000000,-3.816759,-14.856933,21.424885,-3.924525,2.048607,1.359697,2.669189,4.144355,-3.668303,-6.503310,2.000000
0.000000,1.502410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.830448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.849574,11.024932,-5.999186,-1.469460,-8.574614,2.569876,2.648217,3.796080,-6.957967,-0.699823,1.000000
0.000000,2.322171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.583738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.041430,-5.583861,1.286718,18.522408,1.742332,5.056104,-6.325387,-7.597126,-4.815638,-11.102400,3.000000
0.000000,2.240914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.552725,0.000000,0.000000,0.000000,5.253148,5.805494,2.432241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042176,0.000000,0.000000,0.000000,0.000000,2.027910,-23.212324,2.470703,-4.222688,18.704773,-0.581917,2.682550,1.183572,1.440668,-1.499234,4.000000
0.000000,0.500546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.464162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.195858,2.861575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.363765,0.000000,0.000000,0.000000,0.000000,-0.595103,-7.759540,14.282640,3.588515,-0.694090,1.748680,3.535455,0.066922,-6.455603,-8.550859,2.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422680,0.000000,0.000000,0.000000,7.502451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.500607,-10.797533,-6.388883,-0.564229,8.590819,4.470668,-7.094179,6.300454,18.524275,-4.028710,8.000000
0.000000,2.774992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.809362,0.000000,0.000000,0.000000,0.000000,0.000000,6.617954,0.000000,0.000000,0.000000,1.378312,0.481396,6.399797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.482771,0.000000,0.000000,0.000000,0.000000,21.390242,1.638085,-4.895503,0.567008,-1.738965,-2.135108,-9.382737,6.322341,-17.246399,3.209424,0.000000
0.000000,2.093131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.145002,0.000000,0.000000,0.000000,0.000000,0.000000,5.384166,0.000000,0.000000,0.000000,0.000000,4.145544,4.126734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.563468,0.000000,0.000000,0.000000,0.000000,13.259621,-5.667477,2.786512,-0.911060,3.706843,-3.971480,3.367066,1.344652,-16.513723,1.205095,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.047601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.627392,-11.387815,-6.629490,-0.090382,9.064861,5.259159,-7.239633,6.649608,20.098696,-5.593432,8.000000
0.000000,0.435398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.052771,0.000000,0.000000,0.000000,0.000000,0.000000,5.825150,0.000000,0.000000,0.000000,5.546079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.432843,0.000000,0.000000,0.000000,0.000000,8.075838,4.376393,-6.657834,-15.641496,-4.256290,-2.696785,-8.724124,19.503094,-4.261804,8.039348,7.000000
0.000000,3.643235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.533876,0.000000,0.000000,0.000000,0.000000,0.000000,4.121124,0.000000,0.000000,0.000000,0.000000,2.479014,4.649672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.924178,0.000000,0.000000,0.000000,0.000000,16.465733,2.808762,-0.894935,-0.503898,-3.140525,1.179770,0.747203,3.479179,-19.644356,-2.486540,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.303698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.901215,-8.510922,-5.611940,0.400411,6.579659,4.208811,-5.481939,5.004449,15.965878,-4.041582,8.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.541327,0.000000,0.000000,0.000000,3.082145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.985465,-7.247922,-4.747973,-6.916423,5.958911,-3.764062,-7.531425,4.130126,4.627812,12.978841,9.000000
0.000000,2.890193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.317499,0.000000,0.000000,0.000000,4.913184,3.524314,3.375776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.388475,0.000000,0.000000,0.000000,0.000000,4.329471,-19.995083,0.670474,-1.892185,15.336246,2.261396,-3.633594,0.300171,2.134268,-0.686303,4.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.828373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.824214,-3.104378,-3.185499,-7.959016,2.488743,-7.021565,-5.655092,1.725308,-3.536625,19.008926,9.000000
0.000000,2.505017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.744095,0.000000,0.000000,0.000000,0.000000,0.000000,5.879766,0.000000,0.000000,0.000000,0.000000,2.853228,5.452288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.151101,0.000000,0.000000,0.000000,0.000000,18.334015,-0.955210,-0.973293,0.666625,0.567171,-3.761055,-0.643430,3.019848,-19.535725,1.484199,0.000000
0.000000,0.632992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.720256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.969683,-4.429068,-4.381487,0.751961,3.102487,4.107944,-2.853057,1.884970,9.604103,-2.114785,8.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.194554,0.000000,0.000000,0.000000,0.000000,0.000000,1.883260,0.000000,0.000000,0.000000,0.077885,5.149251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.570944,-5.083070,3.712383,-2.382550,3.954534,-4.712977,12.558189,0.712997,-7.568743,-0.882057,6.000000
0.000000,4.141856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.506566,0.000000,0.000000,0.000000,4.973017,4.478010,3.651633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.363648,-22.146723,0.556971,-2.086027,17.666130,4.236359,-1.418849,-1.551811,0.645827,-2.549098,4.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.197990,0.000000,0.000000,0.000000,0.000000,0.000000,2.082746,0.000000,0.000000,0.000000,5.619480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.712986,0.000000,0.000000,0.000000,0.000000,3.855916,9.791810,-6.146941,-10.935993,-9.172688,0.180313,-4.911033,20.676325,-3.722244,-1.819541,7.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.497051,0.000000,0.000000,0.000000,6.468840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501337,0.000000,0.000000,0.000000,0.000000,-7.115642,-10.205420,-4.736956,-2.338367,7.513633,2.941791,-7.412529,6.095535,15.208685,-0.502169,8.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.736448,1.666219,4.067828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.240036,0.000000,0.000000,0.000000,0.000000,0.939659,-5.871000,2.802739,10.964294,2.544938,-0.270047,0.276368,-2.674490,-1.646971,-7.404296,3.000000
0.000000,1.135102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.653004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.194395,-4.410300,1.286167,17.051214,0.942161,2.412453,-5.477762,-5.808027,-3.757476,-9.017075,3.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.314045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.931509,-5.228406,-4.450467,0.960521,3.744132,3.010395,-3.475952,3.127148,11.250299,-2.271117,8.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.420064,0.000000,0.000000,0.000000,0.012680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.996634,-12.003025,-6.846393,-0.194979,9.595241,5.484146,-7.614829,7.001445,20.981138,-5.925436,8.000000
0.000000,2.751983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.084265,0.000000,0.000000,0.000000,4.848181,3.376842,1.375215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.096063,-15.923093,-1.107987,-2.763705,12.793135,4.392694,0.368825,0.371576,5.098509,-2.969040,4.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.601278,0.000000,0.000000,0.000000,0.002814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.185732,-10.651692,-6.368971,0.035278,8.428724,4.990485,-6.789734,6.228660,19.040916,-5.196387,8.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.089602,0.427897,9.197590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.417927,-8.872588,3.158522,23.292150,3.847272,0.000550,-7.983694,-5.044039,-2.844608,-13.674250,3.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.798238,0.000000,0.000000,0.000000,0.000000,0.000000,2.370215,0.000000,0.000000,0.000000,5.366803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.392451,0.000000,0.000000,0.000000,0.000000,1.692829,4.216066,-4.713589,-9.266069,-4.917616,0.358785,-5.793918,16.343023,0.228050,0.094764,7.000000
0.000000,2.488500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.503102,0.000000,0.000000,0.000000,0.000000,0.000000,4.205629,0.000000,0.000000,0.000000,4.906738,2.875268,2.637634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.592238,-15.819446,-1.666370,-1.612991,12.606684,2.580423,-3.029372,1.403587,3.294290,-1.407402,4.000000
0.000000,0.514233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.801893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.010384,-4.367468,1.640997,17.767540,0.808307,0.971559,-5.645393,-5.220284,-3.620164,-8.874015,3.000000
0.000000,0.840068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.464475,0.000000,0.204955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.342881,0.000000,0.000000,0.000000,0.000000,-7.410912,-7.773441,-4.523310,0.295394,5.491028,5.795810,-5.027776,3.434694,13.423950,-4.188155,8.000000
0.000000,8.380637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.335993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.639983,0.000000,0.000000,0.000000,0.000000,0.284372,-4.423619,0.179857,-5.651553,0.237751,21.868690,-1.898551,-6.870278,0.244446,-5.271468,5.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.474642,0.000000,0.000000,0.000000,0.000000,0.000000,4.553048,0.000000,0.000000,0.000000,5.537966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.206876,0.000000,0.000000,0.000000,0.000000,4.213572,1.650978,-5.386817,-12.146873,-2.409003,-1.902421,-8.074554,16.690422,-0.143792,5.685658,7.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002848,0.000000,0.000000,8.561996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.136709,-12.236289,-6.929639,-0.235149,9.797985,5.568870,-7.758125,7.134856,21.317572,-6.051228,8.000000
0.000000,11.858445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.496431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.568839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.077857,0.000000,0.000000,0.000000,0.000000,0.832958,-7.295521,-3.471494,-10.110993,3.041062,31.534309,-4.639713,-4.779405,3.563948,-10.853761,5.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.804010,0.000000,0.000000,0.000000,0.000000,3.951690,2.414953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.395435,0.000000,0.000000,0.000000,0.000000,-1.430058,-10.876861,18.123451,0.884016,0.580949,0.063534,4.195163,0.948964,-6.681743,-6.644323,2.000000
0.000000,2.537480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.419595,0.000000,0.000000,0.000000,0.000000,0.000000,3.630892,0.000000,0.000000,0.000000,0.000000,1.284004,3.856599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.864864,0.000000,0.000000,0.000000,0.000000,10.850845,-1.582444,0.211500,1.524281,-0.366450,0.897371,-2.446286,-0.033098,-11.123011,0.804105,0.000000
0.000000,2.726917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.748814,0.000000,0.000000,0.000000,0.000000,0.000000,5.249455,0.000000,0.000000,0.000000,0.000000,2.843382,4.912351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078164,0.000000,0.000000,0.000000,0.000000,16.953701,0.003089,-1.455485,0.275151,-0.021669,-2.550038,0.512419,2.789021,-18.822567,0.579898,0.000000
0.000000,0.615088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.551756,0.000000,0.000000,0.000000,0.000000,0.000000,3.071167,0.000000,0.000000,0.000000,7.597544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.154426,0.000000,0.000000,0.000000,0.000000,0.326263,-1.264556,-4.300098,-11.837186,-1.177830,2.836782,-9.304950,18.181791,5.065811,-0.581295,7.000000
0.000000,0.784425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.497246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.040315,0.328548,3.853481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.992713,-2.809761,-0.720744,10.009521,0.638707,2.147535,-2.795254,-2.163208,-0.621978,-6.174390,3.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.764297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.708492,21.274361,-8.841843,-3.405128,-15.895776,-2.214878,4.352454,11.945082,-14.006851,-1.238385,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.971940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.959077,21.792809,-9.026587,-3.554345,-16.256598,-2.285132,4.445543,12.289732,-14.408903,-1.313434,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.966840,0.000000,0.000000,0.000000,0.000000,3.560466,1.266421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.097230,0.000000,0.000000,0.000000,0.000000,-2.656071,-9.780864,18.656462,-2.633917,-0.870026,0.566431,3.686963,2.218265,-5.850205,-4.195103,2.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.261817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.192980,-8.227109,4.357473,28.496819,2.639345,-0.618852,-9.952156,-7.107542,-6.345273,-15.220117,3.000000
0.000000,2.176994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.647214,0.000000,0.000000,0.000000,5.550103,5.443460,2.638759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.836200,-22.585913,2.002792,-2.340242,18.092173,0.585794,2.159688,1.116236,3.017231,-3.859839,4.000000
